sample	organelle_type	fastq_format	mean_error_rate	trim_percent	trim_int	trim_chars	mean_read_len	max_read_len	num_reads_1	seed_read_filesize	estimated_base_coverage	closest_seed	unmapped_percentage	unmapped_lengths	num_reads_2	w	k	max_extending_len	pre_w	mem_dup	mem_used	n_unique_reads	n_reads	n_bases	dup_used	mem_group	rounds	accepted_lines	accepted_words	mem_extending	circular	degenerate_base_used	library_size	library_deviation	library_left	library_right	res_kmer	res_kmer_cov	res_base_cov	res_path_count	res_len	time	mem_spades	mem_max
w0.65--SRR6932851-plastome	embplant_pt	Illumina 1.8+	0.0007	0.00%	33..33	!	98.3	100	10000000+10000000	13752606	131.29					64	"21,55,91"	inf	64	4226247819	3732326580	17841948	20000000	1966000000	200000/964669	4333622001	10	5575528	81142247	13094281543	yes	no	176.923	9.33953	166	188	91	32.993	392.225	2	147672	10994.92		13094281543
w0.65--SRR7630500-plastome	embplant_pt	Sanger	0.0094	0.00%	33..33	!	301	301	7279904+7279904	14992594	108.09					196	"21,55,91,127"	inf	196	5908801257	5627480899	14463504	14559808	4382502208	68453/68453	5815385718	5	274139	8308172	2586644054	yes	no	549.41	109.912	408	689	127	414.963	713.737	2	146229	4086.98		5908801257
w0.70--ERR1917165-plastome	embplant_pt	Sanger	0.033	0.00%	33..33	!	301	301	4086825+4086825	272537974	865.21				2361753+2361753	211	"21,55,91,127"	inf	211	2932388921	2726230491	4694194	4723506	1421775306	19049/19049	2726230491	10	225357	41957096	12679817199	yes	no	543.362	170.108	336	800	127	430.781	740.943	2	86749	3301.67		12679817199
w0.70--ERR2206741-plastome	embplant_pt	Illumina 1.8+	0.0102	0.00%	33..33	!	101	101	10000000+10000000	39487576	69.74					71	"21,55,91"	inf	71	4723390283	4227321561	19653252	20000000	2020000000	200000/216062	4559107784	10	193850	1018838	979252543	no	no	337.837	74.8874	258	402	91	13.143	120.959	6	37587+151322	2434.93		4723390283
w0.70--ERR268390-plastome	embplant_pt	Illumina 1.8+	0.0306	0.00%	33..33	!	101	101	10000000+10000000	62528942	255.39					71	"21,55,91"	inf	71	4656818290	4159675826	19451033	20000000	2020000000	200000/459887	4824322015	10	232815	2272726	1362578374	yes	no	407.542	141.127	225	593	91	25.763	236.686	15	124132	2933.56		4824322015
w0.70--ERR964904-plastome	embplant_pt	Illumina 1.8+	0.0243	0.00%	33..33	!	101	101	8664415+8664415	1497186	22.54					71	"21,55,91"	inf	71	3597035110	3372623069	12452100	17328830	1750211830	200000/900760	4022236872	10	1206444	10397750	2422361554	no	no	481.831	21.7914	455	509	91	6.783	62.307	1	1809+2211+2230+3041+3731+3846+6244+7357+8024+38800	4205.12		4022236872
w0.70--SRR1145775-plastome	embplant_pt	Illumina 1.8+	0.0064	0.00%	33..33	!	100	100	10000000+10000000	27004196	140.14					70	"21,55,91"	inf	70	4745938862	4248796397	19850967	20000000	2000000000	115051/115051	4418447605	10	159936	908703	661424963	yes	no	234.959	96.9408	136	367	91	14.751	147.587	2	127693	2526.89		4745938862
w0.70--SRR2037123-plastome	embplant_pt	Illumina 1.8+	0.0229	0.00%	33..33	!	101	101	3087286+3087286	14004486	52.93					71	"21,55,91"	inf	71	2001454759	1784558911	5301321	6174572	623631772	200000/298242	2055141851	10	503045	4588830	1032939634	yes	no	185.394	66.5544	111	276	91	49.068	451.258	1	129971	1529.66		2055141851
w0.70--SRR2057084-plastome	embplant_pt	Illumina 1.8+	0.0022	0.00%	33..33	!	100	100	3713045+3713045	263772834	204.71					70	"21,55,91"	inf	70	2048699400	1842540969	5464320	7426090	742609000	200000/558877	2250562863	10	243832	2391050	1632087572	no	no	508.645	13.7991	491	526	91	104.288	1042.88	1	92+100+114+130+1203+1460+2688+4072+7102+10217+25430+28382+54386	2026.41		2250562863
w0.70--SRR4428742-plastome	embplant_pt	Illumina 1.8+	0.0061	0.00%	33..33	!	100	100	4268123+4268123	219665480	160.31					70	"21,55,91"	inf	70	2752000294	2359010787	7246697	8536246	853624600	200000/377508	2669322174	10	232839	2264064	973883834	yes	no	154.75	12.1244	140	169	91	59.187	591.917	2	152978	1895.36		2752000294
w0.70--SRR5028199-plastome	embplant_pt	Illumina 1.8+	0.0105	0.00%	33..33	!	151	151	10000000+10000000	14167418	72.79					106	"21,55,91,127"	inf	106	4509715660	4012573196	17412337	20000000	3020000000	200000/2152404	7888781180	7	58406	1853606	1906965479	yes	no	407.932	122.651	282	568	91	26.073	64.542	15	124200	3537.54		7888781180
w0.70--SRR5602572-plastome	embplant_pt	Sanger	0.0123	0.00%	33..33	!	294.9	300	2532608+2532608	42288030	47.09					206	"21,55,91,127"	inf	206	3023656976	2815351062	4918673	5065216	1493732198	45271/45271	3166464638	10	106821	5805306	2163589775	yes	no	562.925	150.554	381	761	127	119.716	209.015	2	155188	2004.96		3166464638
w0.70--SRR5602573-plastome	embplant_pt	Sanger	0.022	0.00%	33..33	!	290	300	1257524+1257524	56227172	77.93					203	"21,55,91,127"	inf	203	1504312295	1420560433	2401725	2515048	729363920	8653/8653	1491427393	5	111434	13597058	4404488962	no	no	508.393	141.272	336	695	127	122.292	216.241	2	152840	1130.36		4404488962
w0.70--SRR5602574-plastome	embplant_pt	Sanger	0.0209	0.00%	33..33	!	243.5	301	5197414+5197414	8658454	24.07					170	"21,55,91,127"	inf	170	4390530318	3997540810	7363144	10394828	2531140618	200000/936237	6336150503	10	17522	1925348	1343251021	no	no	358.64	141.05	202	554	127	16.674	34.556	1	5732+18431+21219+78265	3340.27		6336150503
w0.70--SRR5602575-plastome	embplant_pt	Sanger	0.0183	0.00%	33..33	!	272.8	301	3101240+3101240	13100756	35.61					191	"21,55,91,127"	inf	191	3147137286	2938831372	5240562	6202480	1692036544	200000/202671	5588826193	3	22793	2418706	1316407476	no	no	425.096	147.022	244	630	127	23.496	43.658	2	152086	1270.76		5588826193
w0.70--SRR5602576-plastome	embplant_pt	Sanger	0.0042	0.00%	33..33	!	248.9	250	970715+970715	5163492	17.59					174	"21,55,91,127"	inf	174	1067299373	983547510	1927579	1941430	483221927	8577/8577	1064078147	6	11104	694448	307090161	no	no	522.112	138.455	353	703	127	8.676	17.57	2	8272+39467+104297	378.29		1067299373
w0.70--SRR5602577-plastome	embplant_pt	Sanger	0.0022	0.00%	33..33	!	226.5	250	4911880+4911880	19670968	57.72					159	"21,55,91,127"	inf	159	4101693767	3694745616	7790424	9823760	2225081640	200000/847767	7203733897	8	38864	1586260	1667521052	no	no	436.027	148.681	229	624	127	31.82	71.721	2	152221	1962.45		7203733897
w0.70--SRR5602578-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	245.8	250	961923+961923	8176040	25.94					172	"21,55,91,127"	inf	172	1045824536	962072674	1858235	1923846	472881346	22633/22633	1130650140	5	17185	915180	414464344	no	no	486.503	136.933	306	661	127	13.722	28.159	2	152086	346.84		1130650140
w0.70--SRR5602579-plastome	embplant_pt	Sanger	0.0218	0.00%	33..33	!	263	300	1669371+1669371	12654968	41.35					184	"21,55,91,127"	inf	184	1795296329	1627792605	2806649	3338742	878089146	645/645	1627792605	8	26403	2649112	848256040	no	no	275.358	65.1016	202	366	127	25.215	48.411	1	13211+18406+21219+35071+35888	1061.04		1795296329
w0.70--SRR5602581-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	248	250	1099311+1099311	7086714	21.92					174	"21,55,91,127"	inf	174	1200443359	1071594340	2163862	2198622	545258256	16120/16120	1240171806	10	15252	867902	374735896	no	no	515.485	136.399	344	693	127	14.165	28.8	1	5693+29573+42094+48902	640.73		1240171806
w0.70--SRR5602582-plastome	embplant_pt	Sanger	0.0058	0.00%	33..33	!	245.2	250	1285872+1285872	40987202	39.12					172	"21,55,91,127"	inf	172	1358283407	1274531545	2474077	2571744	630591628	32447/32447	1380831985	4	111649	5035438	1473173782	yes	no	576.669	144.381	397	761	127	96.753	199.032	2	157764	833.78		1473173782
w0.70--SRR5602583-plastome	embplant_pt	Sanger	0.0164	0.00%	33..33	!	294.7	300	470765+470765	7060782	20.22					206	"21,55,91,127"	inf	206	637802643	595926712	917993	941530	277468891	3444/3444	598074195	7	12462	1673796	627065225	no	no	495.07	148.799	322	696	127	15.694	27.417	1	1526+2609+2800+8314+14844+17541+41124+43147	281.37		637802643
w0.70--SRR5602584-plastome	embplant_pt	Sanger	0.0067	0.00%	33..33	!	248.2	250	1699048+1699048	35900334	63.23					174	"21,55,91,127"	inf	174	1854352130	1615981445	3342305	3398096	843407427	26287/26287	1810328715	7	83184	4221610	1308891283	yes	no	607.424	150.027	413	794	127	70.954	144.124	2	152355	1067.82		1854352130
w0.70--SRR5602585-plastome	embplant_pt	Sanger	0.0125	0.00%	33..33	!	293	300	1821150+1821150	26178964	44.3					205	"21,55,91,127"	inf	205	2250562863	2011118436	3509705	3642300	1067193900	33278/33278	2339683434	10	59767	3164918	1269162835	yes	no	566.349	152.762	383	766	127	65.573	115.034	2	158987	1352.63		2339683434
w0.70--SRR5602586-plastome	embplant_pt	Sanger	0.0025	0.00%	33..33	!	249.4	250	424930+424930	5073892	13.76					175	"21,55,91,127"	inf	175	527207235	485331304	847864	849860	211955084	1515/1515	496068722	8	13011	504074	226559524	no	no	713.7	128.524	559	880	127	10.355	20.925	2	156648	275.64		527207235
w0.70--SRR5602587-plastome	embplant_pt	Sanger	0.005	0.00%	33..33	!	239.6	250	907178+907178	3422922	12.18					168	"21,55,91,127"	inf	168	960998932	877247070	1665642	1814356	434719697	41706/41706	1538672033	5	7127	545162	419833053	no	no	428.586	129.49	261	592	127	6.608	13.937	1	5656+6253+12739+19100+28620+52040	400.41		1538672033
w0.70--SRR5602588-plastome	embplant_pt	Sanger	0.0135	0.00%	33..33	!	297.9	300	1600124+1600124	31708734	56.49					209	"21,55,91,127"	inf	209	2025077080	1857573355	3167326	3200248	953353879	9745/9745	1918776639	4	63819	3897584	1358283407	yes	no	634.672	156.164	455	848	127	71.241	123.462	2	160034	800.17		2025077080
w0.70--SRR5602589-plastome	embplant_pt	Sanger	0.0137	0.00%	33..33	!	298.1	300	1744003+1744003	34752796	59.39					209	"21,55,91,127"	inf	209	2203318222	2034740756	3449794	3488006	1039774588	16075/16075	2136746229	10	70213	4084768	1432371593	yes	no	606.021	161.65	410	822	127	78.384	135.76	2	160136	1370.09		2203318222
w0.70--SRR5602590-plastome	embplant_pt	Sanger	0.0205	0.00%	33..33	!	296.3	300	1447023+1447023	42972772	56.96					207	"21,55,91,127"	inf	207	1874753224	1707249500	2851921	2894046	857505829	7741/7741	1707249500	7	100499	10332958	3254511468	yes	no	514.088	132.418	353	689	127	110.576	192.385	2	153973	1125.77		3254511468
w0.70--SRR5602591-plastome	embplant_pt	Sanger	0.017	0.00%	33..33	!	296.7	300	1342936+1342936	21761324	34.58					208	"21,55,91,127"	inf	208	1665373569	1581621706	2645504	2685872	796898222	4292/4292	1581621706	10	52869	5354854	1710470725	no	no	536.631	132.998	378	710	127	56.104	97.518	2	9378+149418	1025.12		1710470725
w0.70--SRR5602592-plastome	embplant_pt	Sanger	0.0047	0.00%	33..33	!	246.9	250	1951892+1951892	29560690	42.58					173	"21,55,91,127"	inf	173	2093796556	1926292832	3827610	3903784	963844269	26590/26590	2032593272	10	97390	4315130	1332513603	yes	no	546.678	130.673	380	710	127	80.239	163.858	2	159921	1343.24		2093796556
w0.70--SRR5602593-plastome	embplant_pt	Sanger	0.006	0.00%	33..33	!	244.1	250	1362792+1362792	21428206	43.6					171	"21,55,91,127"	inf	171	1427002884	1343251021	2627203	2725584	665315054	20755/20755	1449551462	10	60298	3163250	1031865892	yes	no	566.922	141.411	398	749	127	44.782	92.543	2	160121	915.18		1449551462
w0.70--SRR5602594-plastome	embplant_pt	Sanger	0.0149	0.00%	33..33	!	297.8	300	2012947+2012947	31771400	71.53					208	"21,55,91,127"	inf	208	2500744708	2299954987	3987439	4025894	1198911233	6881/6881	2314987372	6	63206	7333192	2393370525	yes	no	577.024	144.354	404	762	127	66.325	114.956	2	159228	1402.82		2500744708
w0.70--SRR5602595-plastome	embplant_pt	Sanger	0.0084	0.00%	33..33	!	248.5	250	665200+665200	6810930	21.06					174	"21,55,91,127"	inf	174	751619276	709743345	1317379	1330400	330604400	4131/4131	730144440	8	14035	1334058	470298918	no	no	565.659	138.941	386	737	127	13.969	28.343	1	1375+2067+2149+2166+2287+2516+2690+3869+6906+9009+9480+13130+17091+45624	371.79		751619276
w0.70--SRR5602596-plastome	embplant_pt	Sanger	0.0184	0.00%	33..33	!	295.4	300	1409711+1409711	41112372	95.98					207	"21,55,91,127"	inf	207	1742682980	1602022801	2764377	2819422	832857258	10845/10845	1693290856	5	76082	8919038	2859374477	yes	no	510.987	143.615	344	703	127	80.043	139.583	2	159987	999.1		2859374477
w0.70--SRR5602597-plastome	embplant_pt	Sanger	0.0134	0.00%	33..33	!	296.5	300	1423723+1423723	29246764	67.66					208	"21,55,91,127"	inf	208	1743756722	1660004859	2781912	2847446	844267739	23224/23224	1809254973	6	60046	3554264	1323923668	yes	no	597.461	166.754	401	819	127	69.688	121.189	2	155230	942.69		1809254973
w0.70--SRR5602598-plastome	embplant_pt	Sanger	0.0169	0.00%	33..33	!	294.2	300	1270060+1270060	9069624	27.48					206	"21,55,91,127"	inf	206	1577326739	1454920171	2482772	2540120	747303304	7396/7396	1497869844	10	19035	2279672	840739848	no	no	536.004	143.092	367	724	127	21.674	37.913	2	2784+3771+4377+12443+14271+18241+37443+54188	973.79		1577326739
w0.70--SRR5602599-plastome	embplant_pt	Sanger	0.0019	0.00%	33..33	!	248.2	250	2543909+2543909	52381806	140.12					174	"21,55,91,127"	inf	174	2618856308	2410550394	4981128	5087818	1262796427	62159/62159	2792802484	5	88921	1859424	821412495	yes	no	588.979	151.868	396	780	127	89.916	182.654	2	146926	1179.74		2792802484
w0.70--SRR5602600-plastome	embplant_pt	Sanger	0.0068	0.00%	33..33	!	248.1	250	1327534+1327534	29736272	39.43					174	"21,55,91,127"	inf	174	1402306822	1318554959	2608391	2655068	658722370	22111/22111	1451698946	10	81147	3499092	1118838980	yes	no	597.501	150.372	400	783	127	65.383	132.854	2	155617	892.75		1451698946
w0.70--SRR5602601-plastome	embplant_pt	Sanger	0.0039	0.00%	33..33	!	247.1	250	1468745+1468745	36783944	99.87					173	"21,55,91,127"	inf	173	1626718863	1459215138	2874240	2937490	725853779	28301/28301	1600949059	10	100448	4737042	1429150367	yes	no	536.781	145.088	353	726	127	82.03	167.365	12	162304	1041.12		1626718863
w0.70--SRR5602602-plastome	embplant_pt	Sanger	0.0056	0.00%	33..33	!	248	250	1774932+1774932	38952610	60.12					174	"21,55,91,127"	inf	174	1932735283	1765231558	3500201	3549864	880366272	21224/21224	1807107489	6	106984	5309388	1530082099	yes	no	558.256	131.517	395	726	127	93.169	189.39	2	153040	1067.43		1932735283
w0.70--SRR5602603-plastome	embplant_pt	Sanger	0.0184	0.00%	33..33	!	298	300	1640979+1640979	19737056	33.88					209	"21,55,91,127"	inf	209	2087354105	1919850381	3254627	3281958	978023484	3018/3018	1919850381	7	37833	4466350	1461362622	no	no	565.953	144.327	390	756	127	39.581	68.572	2	56899+102884	1111.4		2087354105
w0.70--SRR5602604-plastome	embplant_pt	Sanger	0.0047	0.00%	33..33	!	247.8	250	1852832+1852832	13920876	18.22					173	"21,55,91,127"	inf	173	1978906181	1762010333	3662794	3705664	918263539	13919/13919	1875826966	10	50799	2337758	774167855	yes	no	592.546	140.56	418	773	127	32.474	66.069	2	159156	1253.23		1978906181
w0.70--SRR5602605-plastome	embplant_pt	Sanger	0.017	0.00%	33..33	!	295.5	300	1199457+1199457	50787382	43.91					207	"21,55,91,127"	inf	207	1503238553	1419486691	2342641	2398914	708879087	9243/9243	1419486691	7	117908	11696376	3885871661	no	no	513.129	135.341	340	685	127	129.301	225.438	2	155129	1142		3885871661
w0.70--SRR5602606-plastome	embplant_pt	Sanger	0.0029	0.00%	33..33	!	247.6	250	1356811+1356811	9843038	20.39					173	"21,55,91,127"	inf	173	1434519076	1297080123	2652502	2713622	671892807	25785/25785	1496796102	5	25045	664512	365072220	yes	no	607.391	157.715	405	805	127	19.976	40.679	2	160053	468.5		1496796102
w0.70--SRR5602607-plastome	embplant_pt	Sanger	0.0044	0.00%	33..33	!	150.5	151	2752799+2752799	5909266	14.4					105	"21,55,91,127"	inf	105	2232309252	2019708370	5494196	5505598	828592499	9130/9130	2063731785	10	28202	632592	252329328	no	no	616.164	138.09	445	789	127	4.817	29.621	2	40615+101575	1027.77		2232309252
w0.70--SRR5602608-plastome	embplant_pt	Sanger	0.005	0.00%	33..33	!	150.4	151	3195974+3195974	9207332	19.49					105	"21,55,91,127"	inf	105	2754147778	2365453238	6361177	6391948	961348979	22483/22483	2418066587	7	44519	841860	380104605	yes	no	597.446	141.177	425	774	127	7.879	48.49	2	142723	936.4		2754147778
w0.70--SRR5602609-plastome	embplant_pt	Sanger	0.0178	0.00%	33..33	!	295.9	300	1929116+1929116	10781086	20.29					207	"21,55,91,127"	inf	207	2360084529	2192580804	3782121	3858232	1141650848	7350/7350	2214055641	8	24299	2587260	876173328	no	no	512.799	142.731	347	702	127	31.549	54.946	2	604+1535+2363+2823+2999+5082+8715+10140+10717+16563+17946+24345+26593	1290.55		2360084529
w0.70--SRR5602610-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	246.4	250	1240196+1240196	2272840	8.09					173	"21,55,91,127"	inf	173	1305670057	1220844453	2396025	2480392	611168588	59919/59919	2203318222	10	6629	399542	557272006	no	no	428.842	160.123	247	654	127	7.127	14.583	1	513+547+653+943+1399+1509+1544+1645+1652+2187+2395+3254+4549+4880+4992+6167+6761+7265+8126+8965+9660+10894+11687+13085	645.66		2203318222
w0.70--SRR6478596-plastome	embplant_pt	Sanger	0.0032	0.00%	33..33	!	121.7	126	6041307+6084659	19332050	191.74					85	"21,55,91"	inf	85	3477849767	3383360487	10332394	12125966	1475730062	200000/424240	3900904046	10	1456091	15848378	3258806435	no	no	501.55	164.375	295	711	91	270.802	1038.574	2	43793+104832	6205.41		3900904046
w0.70--SRR6932851-plastome	embplant_pt	Illumina 1.8+	0.0007	0.00%	33..33	!	98.3	100	10000000+10000000	13752606	131.29					69	"21,55,91"	inf	69	4186519371	3694745616	17767358	20000000	1966000000	200000/964385	4300336005	10	4111593	48996668	9046274867	yes	no	176.838	9.31533	165	188	91	32.922	391.381	2	147672	7850.9		9046274867
w0.70--SRR7630500-plastome	embplant_pt	Sanger	0.0094	0.00%	33..33	!	301	301	7279904+7279904	14992594	108.09					211	"21,55,91,127"	inf	211	5949603446	5665061863	14463504	14559808	4382502208	68453/68453	5812164493	5	260496	6835542	2335388467	yes	no	547.852	109.454	407	687	127	399.427	687.015	2	146229	3121.56		5949603446
w0.75--ERR1917165-plastome	embplant_pt	Sanger	0.033	0.00%	33..33	!	301	301	4086825+4086825	272537974	865.21				2361753+2361753	226	"21,55,91,127"	inf	226	2925946470	2720861782	4694194	4723506	1421775306	19049/19049	2720861782	10	214769	36524892	11908870569	yes	no	545.536	169.727	339	801	127	430.327	740.162	2	86749	2679.03		11908870569
w0.75--ERR2206741-plastome	embplant_pt	Illumina 1.8+	0.0102	0.00%	33..33	!	101	101	10000000+10000000	39487576	69.74					76	"21,55,91"	inf	76	4718021574	4221952851	19653252	20000000	2020000000	200000/216062	4555886559	8	192035	926153	974957576	no	no	337.615	75.0459	258	402	91	13.199	121.475	6	4783+37600+145286	2092.92		4718021574
w0.75--ERR268390-plastome	embplant_pt	Illumina 1.8+	0.0306	0.00%	33..33	!	101	101	10000000+10000000	62528942	255.39					76	"21,55,91"	inf	76	4657892032	4162897051	19451033	20000000	2020000000	200000/459887	4821100789	10	228422	1956562	1338956054	yes	no	407.394	141.07	225	593	91	25.69	236.015	15	124132	2544.92		4821100789
w0.75--ERR964904-plastome	embplant_pt	Illumina 1.8+	0.0243	0.00%	33..33	!	101	101	8664415+8664415	1497186	22.54					76	"21,55,91"	inf	76	3589518917	3367254360	12452100	17328830	1750211830	200000/900760	4012573196	10	164845	965276	2044404432	no	no	480.904	21.8835	454	508	91	6.68	61.36	1	1460+1481+1823+1997+2741+2780+2922+3714+4920+6000+38800	1633.12		4012573196
w0.75--SRR1145775-plastome	embplant_pt	Illumina 1.8+	0.0064	0.00%	33..33	!	100	100	10000000+10000000	27004196	140.14					75	"21,55,91"	inf	75	4744865120	4248796397	19850967	20000000	2000000000	115051/115051	4416300122	10	158339	805718	661424963	yes	no	234.983	96.9646	136	368	91	14.716	147.237	2	127693	2072.58		4744865120
w0.75--SRR2037123-plastome	embplant_pt	Illumina 1.8+	0.0229	0.00%	33..33	!	101	101	3087286+3087286	14004486	52.93					76	"21,55,91"	inf	76	2002528501	1783485169	5301321	6174572	623631772	200000/298242	2052994367	10	420076	3055146	936302870	yes	no	185.118	66.4155	111	276	91	48.805	448.839	1	129971	1286.13		2052994367
w0.75--SRR2057084-plastome	embplant_pt	Illumina 1.8+	0.0022	0.00%	33..33	!	100	100	3713045+3713045	263772834	204.71					75	"21,55,91"	inf	75	2048699400	1842540969	5464320	7426090	742609000	200000/558877	2231235510	10	225598	2053890	1549409452	no	no	508.589	13.7959	491	526	91	104.219	1042.19	1	92+100+114+130+1203+1460+2688+4072+6502+10217+21933+25404+61431	1605.93		2231235510
w0.75--SRR4428742-plastome	embplant_pt	Illumina 1.8+	0.0061	0.00%	33..33	!	100	100	4268123+4268123	219665480	160.31					75	"21,55,91"	inf	75	2745557843	2359010787	7246697	8536246	853624600	200000/377508	2580201603	10	214300	1977774	994284929	yes	no	154.706	12.1272	140	169	91	59.154	591.587	2	152978	1511.36		2745557843
w0.75--SRR5028199-plastome	embplant_pt	Illumina 1.8+	0.0105	0.00%	33..33	!	151	151	10000000+10000000	14167418	72.79					113	"21,55,91,127"	inf	113	4506494435	4010425712	17412337	20000000	3020000000	200000/2152404	6346887921	10	56811	1706938	789200240	yes	no	407.85	122.646	282	568	91	25.679	63.567	15	124200	3498.41		6346887921
w0.75--SRR5602572-plastome	embplant_pt	Sanger	0.0123	0.00%	33..33	!	294.9	300	2532608+2532608	42288030	47.09					221	"21,55,91,127"	inf	221	3018288267	2811056095	4912592	5065216	1493732198	41174/41174	3122441224	10	102935	5036836	1900523028	yes	no	560.08	147.844	382	755	127	117.654	205.415	2	155188	1590.11		3122441224
w0.75--SRR5602573-plastome	embplant_pt	Sanger	0.022	0.00%	33..33	!	290	300	1257524+1257524	56227172	77.93					218	"21,55,91,127"	inf	218	1496796102	1413044240	2392511	2515048	729363920	6840/6840	1436666560	6	107914	11886078	4158602084	no	no	509.926	140.104	339	696	127	118.631	209.768	2	152817	914.08		4158602084
w0.75--SRR5602574-plastome	embplant_pt	Sanger	0.0209	0.00%	33..33	!	243.5	301	5197414+5197414	8658454	24.07					183	"21,55,91,127"	inf	183	4274566201	3885871661	7108756	10394828	2531140618	200000/731369	5870146551	10	16284	1770470	1217623228	no	no	367.782	140.236	213	562	127	16.317	33.816	1	5705+18431+21219+25676+52567	2885.66		5870146551
w0.75--SRR5602575-plastome	embplant_pt	Sanger	0.0183	0.00%	33..33	!	272.8	301	3101240+3101240	13100756	35.61					205	"21,55,91,127"	inf	205	3093450194	2892660473	5160086	6202480	1692036544	144538/144538	3797824831	4	22231	2251550	1091995435	no	no	429.962	144.843	253	632	127	23.059	42.846	2	152069	1142.32		3797824831
w0.75--SRR5602576-plastome	embplant_pt	Sanger	0.0042	0.00%	33..33	!	248.9	250	970715+970715	5163492	17.59					187	"21,55,91,127"	inf	187	1090921693	1007169830	1926480	1941430	483221927	7838/7838	1020054732	9	10932	625628	308163903	no	no	524.437	140.555	355	711	127	10.376	21.013	1	2601+5301+5307+5666+25152+28426+52913	384.9		1090921693
w0.75--SRR5602577-plastome	embplant_pt	Sanger	0.0022	0.00%	33..33	!	226.5	250	4911880+4911880	19670968	57.72					170	"21,55,91,127"	inf	170	4086661382	3681860714	7672053	9823760	2225081640	200000/743847	6850472837	5	38249	1463898	1549409452	no	no	440.01	146.135	236	625	127	31.562	71.14	2	152209	1352.17		6850472837
w0.75--SRR5602578-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	245.8	250	961923+961923	8176040	25.94					184	"21,55,91,127"	inf	184	1029718409	945966546	1853646	1923846	472881346	19687/19687	1098437885	5	17032	836018	374735896	no	no	488.015	135.444	310	661	127	13.646	28.003	2	47755+104179	275.89		1098437885
w0.75--SRR5602579-plastome	embplant_pt	Sanger	0.0218	0.00%	33..33	!	263	300	1669371+1669371	12654968	41.35					197	"21,55,91,127"	inf	197	1675037245	1534377066	2727054	3338742	878089146	596/596	1544040742	6	23304	2330850	774167855	no	no	283.647	65.2508	214	374	127	23.491	45.101	1	3717+6871+7819+12212+13211+22748+23422+35830	782.29		1675037245
w0.75--SRR5602581-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	248	250	1099311+1099311	7086714	21.92					186	"21,55,91,127"	inf	186	1197222133	1113470271	2161262	2198622	545258256	14419/14419	1177894780	10	15055	785874	358629769	no	no	516.56	135.589	346	693	127	11.759	23.908	2	47659+48894+55533	538.49		1197222133
w0.75--SRR5602582-plastome	embplant_pt	Sanger	0.0058	0.00%	33..33	!	245.2	250	1285872+1285872	40987202	39.12					184	"21,55,91,127"	inf	184	1366873341	1283121479	2471767	2571744	630591628	31106/31106	1327144894	4	109731	4450434	1457067655	yes	no	575.808	143.084	397	759	127	95.36	196.166	2	157764	614.2		1457067655
w0.75--SRR5602583-plastome	embplant_pt	Sanger	0.0164	0.00%	33..33	!	294.7	300	470765+470765	7060782	20.22					221	"21,55,91,127"	inf	221	631360192	589484261	914802	941530	277468891	2622/2622	589484261	7	12118	1463798	598074195	no	no	497.521	148.96	323	699	127	15.568	27.197	1	1472+2609+2789+5379+6130+8314+10434+11899+35704+43089	310.61		631360192
w0.75--SRR5602584-plastome	embplant_pt	Sanger	0.0067	0.00%	33..33	!	248.2	250	1699048+1699048	35900334	63.23					186	"21,55,91,127"	inf	186	1842540969	1675037245	3338857	3398096	843407427	24235/24235	1792075104	5	82044	3743044	1291711414	yes	no	607.385	148.88	415	793	127	70.131	142.452	2	152355	823.32		1842540969
w0.75--SRR5602585-plastome	embplant_pt	Sanger	0.0125	0.00%	33..33	!	293	300	1821150+1821150	26178964	44.3					220	"21,55,91,127"	inf	220	2211908157	2043330691	3505106	3642300	1067193900	30042/30042	2222645575	10	58257	2814642	1197222133	yes	no	562.736	149.832	381	758	127	64.611	113.346	2	158987	1012.21		2222645575
w0.75--SRR5602586-plastome	embplant_pt	Sanger	0.0025	0.00%	33..33	!	249.4	250	424930+424930	5073892	13.76					187	"21,55,91,127"	inf	187	526133493	484257562	847822	849860	211955084	1494/1494	484257562	10	12851	470454	229780750	no	no	715.455	130.159	561	882	127	10.335	20.885	2	13515+18071+28315+95668	245.32		526133493
w0.75--SRR5602587-plastome	embplant_pt	Sanger	0.005	0.00%	33..33	!	239.6	250	907178+907178	3422922	12.18					180	"21,55,91,127"	inf	180	957777707	874025844	1656477	1814356	434719697	35507/35507	1221918195	5	6998	497856	306016419	no	no	432.112	127.219	267	594	127	6.556	13.827	1	2258+3812+5652+12730+18642+28620+52023	300.88		1221918195
w0.75--SRR5602588-plastome	embplant_pt	Sanger	0.0135	0.00%	33..33	!	297.9	300	1600124+1600124	31708734	56.49					223	"21,55,91,127"	inf	223	2028298305	1860794580	3166269	3200248	953353879	9158/9158	1923071606	5	63066	3492908	1320702443	yes	no	633.862	155.551	455	845	127	70.472	122.129	2	160034	857.76		2028298305
